train_number,station_code,day_of_week,month,is_holiday,weather,scheduled_arrival_hour,delay_minutes
12004,PNBE,4,3,0,Foggy,0,69
12006,PNBE,4,8,1,Stormy,10,56
12009,HWH,0,2,0,Clear,8,30
12006,HWH,2,2,0,Stormy,9,3
12003,NDLS,0,8,0,Rainy,2,42
12005,CNB,6,4,0,Foggy,8,105
12005,LKO,3,2,0,Clear,6,12
12004,HWH,6,7,0,Foggy,18,154
12006,CNB,6,6,0,Foggy,16,108
12001,NDLS,3,1,0,Stormy,16,22
120010,DDU,4,7,0,Rainy,7,61
12008,BSB,0,5,0,Foggy,13,101
120010,PNBE,3,12,0,Clear,13,18
120010,PNBE,0,11,0,Rainy,18,46
12009,HWH,2,6,0,Stormy,2,24
120010,DDU,2,3,0,Clear,8,25
12003,NDLS,2,2,0,Rainy,6,53
12009,CNB,3,1,0,Stormy,12,24
12001,PNBE,2,11,0,Clear,12,9
12004,PNBE,1,8,0,Stormy,20,29
12007,CNB,4,5,0,Foggy,16,118
12008,DDU,4,8,0,Clear,11,19
12003,CNB,0,7,0,Stormy,19,32
120010,DDU,3,3,0,Clear,15,6
12007,CNB,6,3,0,Rainy,16,59
12009,NDLS,5,9,0,Rainy,7,57
12008,BSB,3,7,0,Clear,7,8
12009,LKO,6,2,0,Foggy,14,67
12005,PNBE,4,6,0,Rainy,1,39
12006,CNB,1,1,0,Clear,0,33
12001,LKO,5,7,0,Clear,8,44
12002,DDU,3,1,0,Rainy,19,30
12007,BSB,1,1,0,Stormy,3,35
12004,BSB,0,9,0,Stormy,9,19
12007,NDLS,5,6,0,Stormy,16,0
12003,BSB,6,1,0,Foggy,17,119
12003,PNBE,1,10,0,Rainy,22,33
12007,NDLS,4,2,0,Foggy,22,74
12005,CNB,5,3,1,Rainy,7,125
12008,PNBE,0,3,0,Foggy,22,93
12008,CNB,1,7,0,Rainy,7,65
12005,LKO,2,8,1,Foggy,0,127
12009,BSB,0,8,0,Clear,1,2
12003,HWH,2,4,0,Foggy,14,109
12005,LKO,1,10,0,Foggy,12,125
12009,DDU,0,4,0,Stormy,12,0
12004,NDLS,5,9,0,Rainy,11,67
12009,PNBE,0,7,0,Clear,17,39
12001,PNBE,2,2,1,Rainy,13,67
12005,BSB,0,5,0,Stormy,22,6
12006,HWH,5,7,0,Rainy,8,72
12009,LKO,3,4,0,Rainy,19,22
12008,BSB,4,2,0,Stormy,0,0
12005,NDLS,0,7,0,Clear,3,32
12001,DDU,3,12,0,Foggy,16,93
12008,PNBE,4,9,0,Clear,17,23
120010,HWH,4,1,0,Clear,18,13
120010,DDU,0,6,0,Rainy,4,21
12001,LKO,4,10,0,Foggy,18,39
12005,HWH,6,11,1,Clear,9,90
12007,CNB,2,1,0,Stormy,3,36
12002,LKO,0,9,0,Stormy,14,25
12004,HWH,4,8,0,Clear,11,12
12001,HWH,3,6,0,Rainy,10,25
12004,HWH,6,8,0,Rainy,17,58
12008,BSB,5,4,0,Foggy,1,119
12002,LKO,3,5,0,Clear,2,0
12009,BSB,0,2,0,Rainy,20,34
12004,BSB,5,8,0,Rainy,8,90
120010,PNBE,2,4,0,Clear,2,39
12002,BSB,6,12,0,Foggy,23,72
12003,HWH,0,6,0,Clear,18,32
12003,DDU,5,2,0,Foggy,12,84
12001,CNB,3,12,0,Stormy,8,31
12002,PNBE,2,8,0,Foggy,21,46
12004,HWH,3,9,0,Clear,13,5
12002,PNBE,2,7,0,Clear,17,17
12001,CNB,0,6,0,Stormy,19,8
120010,DDU,1,11,0,Rainy,16,52
12006,LKO,0,1,0,Clear,22,0
12004,CNB,5,6,0,Clear,6,48
12007,CNB,4,8,0,Rainy,0,59
12008,LKO,3,4,0,Stormy,0,21
12004,DDU,1,4,0,Foggy,0,90
12008,PNBE,6,10,0,Foggy,6,92
12009,HWH,2,6,0,Rainy,0,66
12005,BSB,4,4,0,Stormy,15,7
12009,NDLS,4,3,0,Stormy,5,4
12005,LKO,0,9,0,Rainy,0,36
12003,DDU,5,10,0,Foggy,18,186
12003,NDLS,0,7,0,Foggy,8,145
120010,BSB,1,1,0,Foggy,14,115
120010,NDLS,1,1,0,Foggy,14,116
12005,NDLS,2,2,0,Stormy,21,11
12005,LKO,1,1,1,Stormy,6,61
12004,DDU,2,6,0,Rainy,17,61
12005,PNBE,5,12,0,Rainy,11,49
120010,NDLS,4,7,0,Stormy,3,33
12006,LKO,5,8,0,Foggy,18,167
12006,NDLS,4,7,0,Clear,3,0
12009,DDU,6,7,0,Clear,1,27
12002,NDLS,0,9,0,Rainy,2,33
12001,DDU,6,12,0,Foggy,8,80
12008,NDLS,0,3,0,Rainy,2,67
12002,LKO,5,8,0,Clear,16,63
12003,CNB,4,11,0,Stormy,9,11
12009,HWH,6,3,0,Clear,5,39
12006,NDLS,6,11,0,Clear,2,59
12009,BSB,2,1,0,Stormy,8,0
12008,BSB,1,9,0,Foggy,18,74
12002,CNB,5,6,1,Foggy,16,100
12001,BSB,6,6,0,Foggy,2,80
12008,CNB,5,6,0,Foggy,9,103
12001,DDU,0,4,0,Rainy,4,34
12004,NDLS,2,11,0,Clear,10,37
12006,NDLS,5,1,0,Rainy,13,63
12006,BSB,3,7,1,Foggy,3,114
12009,DDU,0,7,0,Clear,7,25
12005,NDLS,5,7,0,Clear,18,38
12002,PNBE,1,3,0,Clear,12,13
12009,NDLS,1,9,0,Stormy,18,8
12007,BSB,3,2,0,Rainy,11,24
12001,PNBE,5,9,0,Rainy,9,50
12008,PNBE,2,8,1,Foggy,3,104
12008,BSB,2,2,0,Foggy,19,120
12007,BSB,2,10,0,Foggy,13,55
12005,NDLS,6,4,0,Foggy,11,100
12008,BSB,2,6,0,Clear,12,21
12005,LKO,0,7,0,Clear,13,25
12001,BSB,0,9,0,Stormy,17,0
12002,NDLS,6,5,0,Foggy,21,104
12003,BSB,4,3,0,Foggy,20,90
12001,PNBE,0,12,0,Clear,19,16
12001,NDLS,6,10,0,Rainy,10,69
12002,DDU,6,11,0,Foggy,5,143
12001,HWH,3,8,1,Stormy,18,66
12005,NDLS,5,7,0,Clear,19,27
12006,LKO,5,9,0,Clear,9,16
12009,BSB,2,12,1,Rainy,12,47
12006,BSB,4,10,0,Rainy,10,28
12001,NDLS,5,6,0,Foggy,21,74
12009,NDLS,6,7,0,Foggy,3,53
12001,NDLS,4,10,0,Stormy,21,8
12007,NDLS,4,11,0,Foggy,8,53
12002,CNB,5,8,0,Clear,12,20
12006,CNB,4,5,0,Clear,23,20
12001,HWH,0,5,0,Stormy,11,4
12009,PNBE,1,7,0,Foggy,14,130
12001,HWH,0,10,1,Foggy,9,155
120010,NDLS,4,5,0,Stormy,11,0
12003,PNBE,3,9,0,Foggy,5,137
12005,BSB,1,7,0,Rainy,11,31
12002,NDLS,0,2,0,Rainy,20,30
12009,CNB,0,10,1,Clear,14,66
12004,NDLS,1,11,0,Stormy,10,33
12005,LKO,1,7,0,Foggy,16,57
12009,PNBE,0,4,0,Clear,6,12
12006,BSB,2,10,0,Foggy,3,75
12006,DDU,3,9,0,Foggy,11,123
12005,CNB,2,6,0,Foggy,14,102
12002,CNB,4,8,0,Rainy,11,39
12002,PNBE,0,11,1,Foggy,4,152
12008,HWH,6,10,0,Clear,14,29
12009,CNB,5,2,0,Rainy,0,71
12003,CNB,1,12,0,Rainy,2,44
12007,NDLS,5,9,0,Foggy,11,94
12008,NDLS,0,1,0,Rainy,6,33
12007,NDLS,2,9,1,Clear,8,66
12007,NDLS,6,8,0,Clear,4,37
120010,CNB,0,4,0,Clear,20,1
12004,LKO,5,1,0,Foggy,4,102
12004,BSB,2,1,0,Foggy,5,98
12005,LKO,4,12,0,Foggy,20,81
120010,NDLS,5,5,0,Stormy,11,49
12005,LKO,2,7,1,Clear,13,59
12008,DDU,4,9,0,Foggy,2,70
12004,HWH,5,1,0,Clear,23,40
120010,DDU,0,9,1,Stormy,13,67
12003,HWH,1,3,0,Clear,19,24
12008,BSB,1,7,0,Stormy,6,3
12006,CNB,5,6,0,Stormy,1,40
12008,PNBE,1,2,0,Foggy,10,118
12004,DDU,3,6,0,Stormy,6,20
12007,BSB,5,3,0,Stormy,2,38
12002,HWH,1,4,1,Foggy,0,85
12009,BSB,1,2,0,Stormy,10,19
12008,HWH,4,7,0,Rainy,3,43
12008,CNB,3,10,0,Clear,17,15
12004,DDU,1,11,0,Clear,8,0
12007,NDLS,1,6,0,Clear,1,9
12008,PNBE,6,3,0,Clear,15,46
120010,PNBE,4,5,1,Foggy,9,90
12003,HWH,6,3,0,Stormy,7,39
12009,HWH,1,6,0,Stormy,10,18
12005,LKO,3,4,0,Foggy,3,78
120010,LKO,3,4,0,Stormy,14,5
12001,PNBE,2,12,0,Rainy,1,30
12005,LKO,1,2,0,Stormy,8,10
12003,DDU,1,11,0,Foggy,10,124
12005,DDU,5,3,0,Foggy,3,89
12004,CNB,4,11,0,Rainy,2,45
12002,NDLS,2,9,0,Clear,19,32
12008,BSB,2,4,0,Stormy,14,15
12002,LKO,0,12,0,Clear,18,1
12009,PNBE,2,4,0,Stormy,13,14
12005,BSB,2,7,0,Rainy,3,77
120010,NDLS,3,4,0,Rainy,21,32
12002,NDLS,1,1,0,Clear,19,0
12002,BSB,0,8,0,Stormy,11,21
12005,BSB,3,9,0,Clear,19,28
12009,CNB,6,3,0,Stormy,8,27
12006,CNB,2,11,0,Stormy,8,0
12004,CNB,3,1,0,Foggy,14,63
12009,HWH,4,4,0,Clear,5,2
12001,LKO,0,6,0,Clear,4,34
12007,NDLS,4,9,0,Clear,2,24
12005,HWH,4,2,1,Clear,18,30
12008,HWH,3,1,0,Stormy,6,0
12005,PNBE,6,6,0,Rainy,12,29
12006,PNBE,2,5,0,Foggy,4,60
12001,NDLS,1,5,0,Stormy,23,37
12005,DDU,0,1,0,Foggy,0,130
12007,NDLS,5,7,0,Foggy,12,87
12001,LKO,0,7,0,Rainy,20,25
12008,NDLS,6,11,0,Clear,4,24
12005,CNB,3,11,0,Stormy,10,14
12001,CNB,4,5,0,Clear,13,9
12002,CNB,4,8,0,Clear,13,32
12003,DDU,6,8,0,Foggy,3,100
12005,NDLS,4,2,0,Rainy,2,27
12005,HWH,4,6,0,Rainy,18,50
12009,LKO,4,8,0,Stormy,15,8
12003,PNBE,1,3,0,Stormy,20,39
12001,DDU,6,2,1,Foggy,20,149
120010,LKO,2,4,0,Stormy,13,13
12008,BSB,0,4,0,Foggy,20,121
12008,NDLS,3,2,0,Stormy,13,10
12004,CNB,1,9,0,Foggy,12,129
12007,NDLS,1,8,0,Stormy,0,10
12008,NDLS,0,12,0,Clear,10,16
12007,NDLS,3,4,0,Foggy,13,103
12007,LKO,5,9,0,Foggy,8,138
120010,HWH,5,1,0,Stormy,18,52
12001,BSB,4,5,0,Clear,2,5
12005,LKO,6,9,0,Clear,13,31
12001,HWH,5,5,0,Foggy,22,87
12009,HWH,4,9,0,Stormy,4,0
12007,LKO,0,4,0,Stormy,0,10
12008,CNB,3,12,0,Clear,6,31
12006,BSB,2,1,0,Rainy,11,59
120010,BSB,2,5,0,Foggy,23,88
12005,CNB,4,9,0,Stormy,4,9
120010,NDLS,6,9,0,Clear,16,43
12003,CNB,1,9,0,Rainy,21,56
12001,CNB,0,5,0,Rainy,19,72
12003,HWH,2,12,0,Clear,13,8
12006,BSB,3,9,0,Rainy,20,44
12006,BSB,0,3,0,Stormy,14,39
12003,CNB,0,1,0,Rainy,16,60
12006,NDLS,3,4,0,Clear,23,28
12009,DDU,4,9,0,Foggy,23,71
12003,BSB,2,7,0,Clear,3,3
12009,NDLS,0,2,1,Stormy,7,38
12006,DDU,2,12,0,Stormy,6,20
12003,LKO,4,8,0,Clear,16,0
120010,DDU,2,11,0,Foggy,18,86
12008,NDLS,5,4,0,Clear,12,63
12008,DDU,0,7,1,Foggy,16,160
12005,LKO,2,4,0,Rainy,20,28
12002,LKO,4,1,0,Clear,0,2
120010,PNBE,4,10,0,Stormy,14,20
12002,BSB,1,10,0,Stormy,4,7
120010,LKO,3,9,0,Foggy,16,118
12008,DDU,4,6,0,Rainy,23,38
120010,NDLS,3,10,1,Rainy,17,76
120010,CNB,5,4,0,Foggy,4,106
12002,LKO,3,9,0,Rainy,9,32
12006,PNBE,4,2,0,Foggy,15,77
12003,PNBE,1,5,0,Rainy,9,18
12004,NDLS,4,1,0,Rainy,21,27
12008,PNBE,2,2,0,Rainy,0,34
12006,BSB,1,9,0,Clear,13,9
12004,LKO,5,2,1,Foggy,2,140
12002,LKO,0,3,0,Clear,19,35
12005,HWH,3,11,1,Clear,7,55
12004,CNB,6,11,0,Stormy,18,56
12009,LKO,3,5,0,Foggy,4,60
12009,NDLS,6,1,0,Foggy,19,96
12002,HWH,0,4,0,Foggy,14,68
12003,HWH,5,10,0,Clear,15,20
12001,BSB,3,12,0,Rainy,21,60
12009,CNB,2,10,1,Clear,7,44
12006,BSB,1,6,0,Stormy,15,0
12001,LKO,0,3,0,Foggy,18,90
12006,CNB,5,12,1,Stormy,2,98
12001,PNBE,2,9,1,Clear,21,77
120010,LKO,3,12,0,Rainy,19,53
12006,DDU,3,5,0,Stormy,2,0
12001,CNB,0,5,0,Rainy,18,45
12001,BSB,2,3,0,Stormy,4,19
12008,NDLS,2,5,0,Rainy,20,49
12002,HWH,5,10,0,Clear,7,24
12001,NDLS,6,11,0,Clear,11,35
12003,DDU,1,4,0,Clear,1,18
12001,LKO,5,8,0,Stormy,0,35
12003,HWH,2,8,0,Stormy,4,0
12002,NDLS,2,12,0,Rainy,21,32
12005,CNB,6,1,0,Rainy,8,7
12007,LKO,3,2,0,Foggy,5,67
12005,NDLS,2,6,0,Clear,1,3
12003,BSB,1,9,0,Stormy,17,14
12008,HWH,6,12,0,Foggy,6,113
12004,DDU,3,6,0,Rainy,11,7
120010,DDU,3,7,0,Stormy,18,3
12003,HWH,6,3,0,Rainy,8,84
12002,BSB,1,2,0,Foggy,23,66
12004,BSB,5,12,0,Clear,21,45
12008,HWH,0,11,0,Clear,19,34
12006,BSB,2,8,0,Rainy,22,55
12004,HWH,4,10,0,Stormy,12,8
12006,NDLS,0,9,0,Rainy,0,40
12005,BSB,6,2,1,Rainy,14,75
12003,LKO,1,5,0,Rainy,18,29
12009,DDU,4,7,0,Stormy,7,12
12005,CNB,0,9,0,Foggy,11,95
12006,PNBE,4,5,0,Rainy,2,65
12002,PNBE,1,5,0,Clear,11,32
12004,DDU,0,1,0,Stormy,23,30
120010,BSB,2,6,0,Foggy,2,69
12009,DDU,5,10,0,Foggy,8,142
12007,DDU,5,3,0,Stormy,8,54
12004,DDU,6,8,0,Clear,16,31
120010,NDLS,1,1,0,Clear,19,0
12007,HWH,0,5,0,Rainy,4,60
12004,DDU,2,7,0,Stormy,9,17
12002,PNBE,4,10,0,Foggy,14,49
12004,HWH,1,7,0,Clear,15,22
12004,NDLS,4,4,0,Clear,19,2
12001,BSB,6,12,1,Stormy,9,92
12005,DDU,3,6,1,Stormy,21,26
120010,DDU,1,8,0,Stormy,22,17
12007,NDLS,1,8,0,Clear,2,44
12008,NDLS,6,1,1,Stormy,9,70
12007,LKO,2,12,0,Rainy,21,71
12003,PNBE,6,8,0,Foggy,20,122
12005,CNB,5,3,0,Stormy,18,36
12002,LKO,1,8,1,Clear,18,27
120010,PNBE,3,8,0,Foggy,11,50
12006,BSB,4,4,0,Stormy,16,3
12002,HWH,5,1,0,Clear,22,44
12002,NDLS,3,7,0,Foggy,18,145
12009,NDLS,2,10,0,Clear,10,4
12009,DDU,5,4,0,Rainy,11,68
12001,CNB,0,1,0,Foggy,11,59
12009,NDLS,6,7,0,Foggy,16,72
12009,DDU,2,12,0,Rainy,11,35
12002,CNB,4,1,0,Foggy,11,111
12008,CNB,4,4,0,Stormy,17,0
12009,CNB,4,4,0,Clear,12,12
120010,DDU,4,11,0,Foggy,18,107
12004,BSB,2,10,0,Clear,15,25
12004,CNB,4,12,0,Clear,15,0
12006,LKO,3,8,0,Rainy,22,22
12001,DDU,2,3,0,Clear,8,13
12008,LKO,6,10,0,Foggy,10,72
12004,DDU,5,2,0,Rainy,19,24
12002,LKO,0,1,0,Stormy,21,0
12003,NDLS,4,3,0,Clear,3,14
12002,CNB,3,9,0,Foggy,3,101
12002,DDU,4,1,0,Rainy,13,38
12005,CNB,6,11,0,Foggy,13,76
12001,PNBE,0,4,0,Rainy,22,48
12007,CNB,0,1,0,Foggy,6,106
12002,DDU,3,1,0,Stormy,21,3
12006,DDU,4,9,0,Clear,10,13
12003,LKO,6,3,0,Rainy,10,66
120010,CNB,6,11,0,Stormy,15,48
12008,BSB,0,1,0,Rainy,3,30
12003,PNBE,4,7,0,Foggy,17,52
12003,HWH,2,1,1,Rainy,22,57
120010,BSB,4,12,0,Clear,23,10
12009,LKO,5,11,0,Foggy,19,149
12007,CNB,2,9,0,Foggy,16,130
12007,PNBE,5,5,0,Stormy,12,31
12008,DDU,6,10,0,Clear,11,51
120010,CNB,2,2,0,Rainy,23,28
12006,LKO,1,9,0,Clear,20,12
12005,NDLS,6,1,0,Foggy,2,127
12006,CNB,1,3,0,Foggy,18,58
12007,BSB,4,6,0,Stormy,20,18
12008,BSB,4,8,0,Foggy,11,89
12008,LKO,5,8,0,Clear,15,39
12009,NDLS,4,11,0,Clear,14,0
120010,DDU,6,4,0,Rainy,8,40
12003,BSB,2,10,0,Clear,5,15
12006,HWH,6,6,0,Foggy,8,157
120010,BSB,3,7,0,Stormy,0,0
12002,LKO,5,3,0,Foggy,15,104
12007,BSB,2,11,1,Stormy,19,55
120010,DDU,0,3,0,Foggy,3,94
12007,HWH,5,8,0,Stormy,22,41
12006,LKO,1,12,0,Stormy,20,19
12008,HWH,5,10,0,Rainy,13,49
12009,PNBE,1,5,0,Rainy,1,48
12006,HWH,0,8,0,Stormy,3,20
12001,CNB,2,9,0,Clear,23,13
12001,DDU,0,1,0,Rainy,16,62
12008,PNBE,1,7,0,Stormy,17,14
12003,LKO,4,8,0,Rainy,19,29
12004,BSB,4,7,0,Foggy,22,62
120010,DDU,6,4,0,Stormy,17,51
12006,HWH,3,12,0,Stormy,14,6
12006,PNBE,1,2,0,Stormy,22,32
12008,NDLS,3,1,1,Rainy,21,73
12004,HWH,1,3,0,Rainy,22,27
12006,NDLS,4,9,0,Stormy,3,8
120010,LKO,3,8,0,Stormy,7,22
12005,LKO,6,4,0,Clear,6,56
12001,PNBE,6,12,0,Clear,5,30
12004,NDLS,2,7,0,Clear,12,15
12002,NDLS,0,12,0,Clear,6,35
12003,PNBE,0,9,0,Foggy,8,64
12007,HWH,2,12,0,Rainy,22,63
12005,BSB,6,4,0,Rainy,0,47
12006,BSB,4,5,0,Foggy,0,59
12005,PNBE,3,2,1,Stormy,15,45
12002,NDLS,0,10,1,Stormy,15,76
12008,LKO,6,4,0,Clear,11,27
12003,PNBE,2,3,0,Rainy,3,39
12008,HWH,1,12,0,Stormy,16,23
12006,LKO,4,10,0,Stormy,14,22
12002,BSB,0,11,0,Clear,19,28
12006,CNB,2,7,0,Clear,22,0
12009,NDLS,6,11,0,Foggy,20,64
12008,NDLS,3,3,0,Stormy,8,33
12006,DDU,6,8,0,Stormy,3,53
12009,PNBE,6,10,0,Rainy,15,53
12001,BSB,1,10,0,Foggy,0,97
12008,BSB,2,6,1,Stormy,14,74
12003,NDLS,2,11,0,Rainy,8,47
12004,DDU,4,11,0,Foggy,12,60
12009,CNB,2,12,0,Clear,8,30
12005,NDLS,2,8,0,Rainy,2,43
12004,HWH,4,7,0,Foggy,15,86
120010,BSB,2,2,0,Clear,15,0
120010,BSB,2,3,0,Rainy,0,34
12007,BSB,6,12,0,Stormy,0,38
12005,CNB,6,1,0,Stormy,15,28
12009,DDU,2,1,0,Stormy,3,36
12008,LKO,5,11,0,Foggy,19,89
12004,BSB,2,1,0,Foggy,19,97
12002,HWH,2,5,0,Rainy,18,40
12008,BSB,3,2,0,Rainy,14,32
12005,NDLS,1,7,0,Clear,9,18
12006,HWH,2,6,0,Clear,9,23
12002,PNBE,0,5,0,Stormy,2,29
12009,LKO,6,11,0,Foggy,21,104
12001,DDU,3,5,1,Rainy,3,108
12009,DDU,0,7,0,Rainy,20,30
12007,DDU,2,10,0,Stormy,20,0
12007,BSB,6,10,0,Foggy,4,115
12007,NDLS,5,12,0,Foggy,18,83
12006,DDU,1,6,0,Clear,19,0
12007,LKO,2,9,0,Stormy,11,26
12003,LKO,0,7,0,Stormy,19,0
12004,NDLS,0,1,0,Foggy,14,117
12002,CNB,0,7,0,Foggy,5,102
12009,CNB,2,12,0,Foggy,9,123
12006,HWH,3,9,0,Stormy,19,9
12008,BSB,2,8,0,Clear,23,0
12007,PNBE,3,7,0,Rainy,18,66
12003,CNB,2,9,0,Stormy,11,2
12004,NDLS,4,1,0,Stormy,11,26
12001,HWH,4,12,0,Clear,12,11
12007,HWH,5,8,0,Clear,15,22
12003,PNBE,5,1,0,Stormy,8,65
12003,PNBE,4,11,0,Clear,22,19
12005,HWH,0,1,0,Stormy,10,19
12008,LKO,6,4,1,Foggy,12,139
12005,BSB,2,3,0,Foggy,7,78
12002,LKO,3,1,0,Foggy,22,22
12004,DDU,2,1,0,Foggy,21,113
12006,PNBE,4,12,0,Rainy,17,28
12007,CNB,0,12,1,Rainy,2,104
12004,PNBE,4,11,0,Clear,14,24
12008,PNBE,5,11,0,Stormy,9,55
12004,BSB,4,11,0,Stormy,4,11
12006,PNBE,6,11,0,Clear,16,32
12001,DDU,3,5,0,Rainy,20,64
12001,BSB,5,3,0,Foggy,9,141
12006,BSB,1,5,1,Stormy,12,48
12004,NDLS,4,5,0,Rainy,20,20
12007,BSB,1,7,0,Clear,13,11
120010,CNB,4,12,0,Rainy,7,9
12003,PNBE,6,7,0,Clear,14,38
12007,NDLS,1,1,0,Rainy,12,46
12007,PNBE,2,8,1,Foggy,0,84
12006,BSB,4,4,0,Rainy,17,32
12005,CNB,5,3,0,Rainy,0,84
12003,CNB,6,7,0,Clear,13,40
12008,BSB,3,9,0,Clear,9,9
120010,NDLS,1,8,0,Clear,18,24
12002,DDU,6,4,0,Rainy,21,71
12002,LKO,5,2,0,Stormy,0,26
12006,CNB,5,12,0,Clear,3,44
12007,BSB,6,7,0,Foggy,16,72
120010,CNB,5,10,0,Rainy,21,71
12006,LKO,5,1,0,Stormy,17,23
12003,HWH,0,8,0,Rainy,12,48
12009,NDLS,1,2,0,Foggy,6,102
12002,CNB,4,7,0,Foggy,2,91
12002,DDU,3,3,0,Foggy,6,61
120010,NDLS,4,11,0,Rainy,5,44
12006,BSB,4,9,0,Stormy,19,21
12004,LKO,4,10,0,Stormy,16,24
12002,DDU,2,6,0,Foggy,14,63
12001,PNBE,2,12,0,Clear,10,0
12004,PNBE,0,5,0,Stormy,2,18
12003,LKO,2,10,0,Clear,22,0
12007,CNB,3,9,0,Clear,2,0
12009,NDLS,0,2,0,Rainy,4,50
12001,LKO,4,5,1,Stormy,10,74
12009,CNB,1,4,0,Clear,6,34
12004,PNBE,3,3,0,Clear,13,22
12006,BSB,5,6,0,Foggy,8,77
12007,CNB,1,5,0,Stormy,23,1
12002,NDLS,0,9,0,Rainy,12,55
12005,BSB,6,6,0,Rainy,15,61
120010,CNB,0,12,0,Rainy,21,69
12004,HWH,3,9,0,Clear,22,5
12007,CNB,4,12,0,Foggy,17,81
12009,BSB,2,4,0,Foggy,22,32
12001,HWH,6,1,0,Clear,2,60
12003,NDLS,5,12,0,Clear,10,40
12005,CNB,3,2,0,Stormy,16,34
12008,LKO,4,3,0,Clear,3,0
12006,LKO,6,7,0,Clear,12,29
12008,CNB,2,9,0,Rainy,2,6
12004,PNBE,4,8,0,Clear,4,11
120010,HWH,2,1,0,Rainy,22,49
120010,HWH,3,9,0,Rainy,7,47
12003,CNB,2,9,0,Foggy,10,41
12002,LKO,1,5,0,Rainy,20,39
12004,LKO,6,2,0,Stormy,17,44
120010,HWH,0,3,0,Foggy,5,116
12001,LKO,4,4,0,Foggy,10,117
12009,NDLS,3,4,0,Stormy,3,13
120010,PNBE,5,11,1,Rainy,2,100
12005,HWH,5,5,0,Stormy,1,43
12004,PNBE,3,6,0,Foggy,13,63
12004,LKO,4,7,0,Rainy,10,34
12009,HWH,4,4,0,Clear,8,33
12004,CNB,1,12,0,Rainy,17,47
12007,PNBE,6,9,0,Stormy,12,28
12009,HWH,3,12,0,Clear,2,12
12002,NDLS,2,10,1,Foggy,3,120
12003,BSB,4,7,0,Clear,7,28
12003,LKO,3,11,0,Stormy,22,13
12003,HWH,3,3,0,Clear,22,5
12005,DDU,1,2,0,Clear,19,28
12004,BSB,1,5,0,Stormy,12,23
12004,BSB,1,10,0,Clear,20,9
12001,PNBE,5,4,0,Stormy,21,12
120010,BSB,3,2,0,Clear,15,37
12006,DDU,5,8,0,Foggy,4,94
12004,NDLS,6,4,0,Stormy,6,30
12003,NDLS,0,4,0,Stormy,0,32
12003,LKO,3,3,0,Clear,7,3
12004,NDLS,1,1,0,Foggy,17,86
12006,NDLS,0,3,0,Stormy,3,15
12002,PNBE,5,11,0,Clear,19,63
12003,NDLS,2,10,0,Clear,8,29
12006,HWH,5,9,0,Rainy,20,53
12008,DDU,4,10,0,Stormy,14,16
12005,LKO,1,10,0,Stormy,9,14
12004,NDLS,0,2,0,Rainy,19,28
12006,NDLS,1,6,0,Foggy,21,86
12004,CNB,6,11,0,Clear,14,41
12004,LKO,5,12,0,Stormy,6,40
12003,HWH,6,6,0,Clear,17,45
12002,LKO,4,9,0,Foggy,5,107
12008,BSB,4,12,1,Stormy,0,95
12003,HWH,5,6,0,Stormy,0,61
120010,DDU,2,2,0,Rainy,9,52
12006,LKO,0,3,0,Rainy,0,27
12001,PNBE,1,6,0,Rainy,10,25
12009,HWH,3,7,0,Foggy,6,129
12001,CNB,4,12,0,Foggy,10,118
120010,HWH,5,6,0,Stormy,19,60
12007,DDU,4,8,0,Rainy,21,21
12009,PNBE,1,2,0,Clear,6,23
12006,LKO,2,9,0,Foggy,15,69
12007,PNBE,6,3,0,Clear,16,67
12002,NDLS,6,3,0,Clear,1,45
12002,NDLS,6,6,0,Rainy,12,83
12006,HWH,2,3,0,Clear,5,32
12005,BSB,5,1,1,Stormy,14,96
120010,HWH,1,5,0,Clear,20,29
12003,DDU,4,11,0,Clear,0,15
12003,PNBE,6,11,0,Rainy,3,60
120010,LKO,3,11,0,Foggy,13,85
12005,CNB,6,1,0,Clear,12,16
12008,PNBE,1,3,0,Rainy,3,26
12001,DDU,6,7,0,Rainy,17,47
12009,NDLS,2,8,1,Rainy,9,102
12009,CNB,3,11,0,Clear,12,15
12006,NDLS,1,8,0,Clear,5,15
12008,DDU,0,10,0,Rainy,15,30
12002,CNB,6,9,0,Stormy,20,39
120010,HWH,2,8,0,Foggy,23,24
12004,NDLS,6,12,0,Stormy,23,44
12006,NDLS,4,11,0,Rainy,10,56
12007,CNB,0,6,0,Clear,0,8
12009,CNB,4,8,0,Stormy,12,26
12004,PNBE,5,6,1,Clear,2,49
12005,CNB,4,10,0,Foggy,13,106
12008,DDU,6,1,0,Foggy,5,123
12004,NDLS,3,9,0,Rainy,14,23
12003,LKO,6,9,0,Foggy,5,82
12001,LKO,4,8,0,Stormy,0,7
12008,BSB,5,5,0,Clear,21,25
12001,PNBE,0,11,0,Clear,0,9
12004,PNBE,2,4,1,Stormy,22,34
12006,CNB,4,8,0,Foggy,5,131
12003,BSB,6,9,0,Rainy,21,55
120010,PNBE,4,11,0,Stormy,23,0
120010,LKO,1,11,0,Clear,2,5
12003,PNBE,6,2,0,Rainy,17,51
12001,LKO,3,2,0,Rainy,12,48
12008,CNB,4,10,0,Stormy,4,12
12008,PNBE,1,3,0,Stormy,4,18
12008,NDLS,6,11,0,Foggy,16,131
120010,HWH,5,4,0,Foggy,23,150
